position,description,certificate,company,city,sks,period,link,start_intern,end_intern,start_regis,end_regis
Project Winning at Store,-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/ca2f5522-a96b-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Public Policy & Government Relation Intern,-,Bersertifikat,Traveloka ,Kab. Tangerang,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38b1780f-5eac-4fb2-922b-a38c739477e3/0fea00af-a8ca-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,14 Jun 2021,23 Jul 2021
Public Relation,Kampung Baru,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/8978bd84-a9a4-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Public Relations Intern ,"Media Communications Inotiative Program, Webinar Edukasi Medis (SKP) by Zoom, Media Communications Inotiative Program, Social Media & Website Analytics",Bersertifikat,Kalbe ,"Sunter, North Jakarta",20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/7eb0eac6-a9ba-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Public Relations Interns,Program Magang Lazada Indonesia Marketing Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/4c64132f-a97e-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Public Relations & Marketing,Program International Exposure for Indonesia’s Tech-Savvy Talent,Bersertifikat,Citramas Group - Batam ,Kota Batam,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bf9b1d10-a54d-441e-a5ae-cfd50215b04b/8bac4312-a82b-11eb-87b2-c2c15332c25a,02 Aug 2021,20 Dec 2021,01 Jun 2021,30 Jul 2021
Public Relations (PR) Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/61c97777-a8c5-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
QA Game Tester,Pembuatan Produk Aplikasi dan Game,Bersertifikat,IT Total Solution ,Kota Yogyakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/791dd098-f884-4cee-b9bf-63d9c11896f1/fb13c0c4-a714-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,16 Jun 2021,20 Jul 2021
QA Intern ,#InternAtCampaign - Developer,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/550da4a5-adbe-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
QA Software,Pembuatan Produk Aplikasi dan Game,Bersertifikat,IT Total Solution ,Kota Yogyakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/791dd098-f884-4cee-b9bf-63d9c11896f1/2c1c0afd-a718-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,16 Jun 2021,20 Jul 2021
QC Project Analyst (Internship),QC Cost and Productivity Improvement,Bersertifikat,Sanofi Indonesia  ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c18178fa-4430-4710-b6fc-a28b9121734a/3dbc84a5-a99e-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,15 Jun 2021,10 Jul 2021
QSHE Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/47edb260-a8b7-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Quality Assurance,Quality Assurance on Foods & Non Foods Manufacture,Bersertifikat,Great Giant Foods ,Kab. Lampung Tengah,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50272b57-a61e-400b-a651-a8964e0faf38/1538bbd7-a96a-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,03 May 2021,26 Jul 2021
 Quality Assurance Engineer,-,Bersertifikat,Bank BRI ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/62e7869d-a95a-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Jan 2022,01 Jul 2021,01 Aug 2021
Quality Assurance - ICT ,First Journey to Become ASSA SPEED Racers!,Bersertifikat,ASSA ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/631c1888-6d99-43db-bfff-086dafc150c3/80d4b099-a978-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,12 Jun 2021,31 Jul 2021
Quality Assurance Intern,-,Bersertifikat,Traveloka ,Kab. Tangerang,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38b1780f-5eac-4fb2-922b-a38c739477e3/4e75ab98-bed4-11eb-a066-2a7182628e2d,02 Aug 2021,31 Dec 2021,14 Jun 2021,23 Jul 2021
Quality Assurance Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/b966f7e0-a8be-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Quality Assurance Internship,Peningkatan Efektivitas dan Efisiensi Proses Produksi dengan menggunakan metode termutakhir dalam proses pengolahan pangan.,Bersertifikat,Kalbe ,Kab. Karawang,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/07cc15ec-a98f-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Quality Assurance / Quality Control - Offline Based,Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/82c3e669-a8e7-11eb-b34d-7e0867a6abdb,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Quality Control,Plantation Management on Integrated Farming,Bersertifikat,Great Giant Foods ,Kab. Lampung Tengah,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50272b57-a61e-400b-a651-a8964e0faf38/da0c7878-a967-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,03 May 2021,26 Jul 2021
Quality Control of Raw Material,Pemilihan Jenis dan Pengendalian Dosis Bahan Koagulan Pada Proses Pembekuan Karet Alam Untuk mendapatkan Karet Alam dengan Mutu dan Kadar Karet Kering Yang Baik,Bersertifikat,Royal Lestari Utama ,Kota Samarinda,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2a9f06d1-33b6-4f00-8209-b14512acae99/61b423bd-acc7-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
Recruitment Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/b46a55f4-a8ca-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Reformasi Struktural : Researcher ,Proyek/ Riset Bank Indonesia,Bersertifikat,Kampus Merdeka Bank Indonesia (KMBI) ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2442434-987b-4f9b-b5c0-6484f5d82530/2e1b0b96-ad4a-11eb-b34d-7e0867a6abdb,16 Aug 2021,17 Jan 2022,15 Jun 2021,15 Jul 2021
Regulatory Officer (Internship),Regulatory Internship Program,Bersertifikat,Sanofi Indonesia  ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c18178fa-4430-4710-b6fc-a28b9121734a/2e05946c-a9ac-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,15 Jun 2021,10 Jul 2021
Regulatory Reporting ,Integration Finance Operations Project ,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/2afebd37-a909-11eb-b34d-7e0867a6abdb,23 Aug 2021,25 Jul 2022,28 Jun 2021,23 Jul 2021
Relationship Education Tim,-,Bersertifikat,Bank BRI ,Kab. Kulon Progo,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/3dcfc930-a983-11eb-87b2-c2c15332c25a,23 Aug 2021,22 Feb 2022,01 Jul 2021,01 Aug 2021
Research and Development  - Offline & Online Based,Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/a35a127a-a8b8-11eb-87b2-c2c15332c25a,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Research Assistant Interns,Program Magang Lazada Indonesia Customer Care Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/cf5a3881-a9ca-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Research & Development Intern,"Budidaya Serai Wangi dan Jahe Merah PT Bintang Toedjoe site Ciganea, Purwakarta",Bersertifikat,Kalbe ,Kab. Purwakarta,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/79ab50fe-a9bc-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,16 Jun 2021,30 Jul 2021
Researcher,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/37ce18ae-a9c1-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Research Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/2a63e68e-a8c2-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Research Internship,Research Internship,Bersertifikat,BCA ,Kota Jakarta Pusat,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/89e22b6e-a9c1-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jul 2022,01 Jun 2021,16 Jul 2021
Reseller Team,-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/28df5b67-a979-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
"Reviewers, Implementator, Market Surveyor",Green Financing Program,Bersertifikat,Bank CIMB Niaga ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/f4c59333-a996-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,14 Jun 2021,31 Jul 2021
Risk Management,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/b44e7a07-a995-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
RPA Business Analyst,Business Analyst,Bersertifikat,BCA ,Kota Jakarta Barat,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/61597a7d-a9ce-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jul 2022,01 Jun 2021,16 Jul 2021
RPA Developer,RPA Developer,Bersertifikat,BCA ,Kota Jakarta Utara,20 SKS , 11 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/7bff70e9-a9d0-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jul 2022,01 Jun 2021,16 Jul 2021
Safety Health and Environment,-,Bersertifikat,Paragon Technology and Innovation ,Kota Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/07c95ef1-a965-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Sales Force Development Project,-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/25b2b230-a969-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Sales & Marketing,Assemblr Certified Innovator 2021,Bersertifikat,Assemblr EDU ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b3c8dedd-9d5b-4722-bdad-9a5ccf90538a/c0131f29-a9cf-11eb-87b2-c2c15332c25a,01 Jul 2021,31 Dec 2021,01 Jun 2021,30 Jun 2021
Sales Operation,Sales Operation & Product Management,Bersertifikat,Great Giant Foods ,Kab. Tangerang,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50272b57-a61e-400b-a651-a8964e0faf38/f6f31c97-a989-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,03 May 2021,26 Jul 2021
Scriptwriter ,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/a8e60247-aec5-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Scrum Master,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/13210667-a8ca-11eb-87b2-c2c15332c25a,20 Aug 2021,03 Sep 2021,07 Jun 2021,30 Jun 2021
Scrum Master,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/78574ef4-a8ca-11eb-87b2-c2c15332c25a,06 Sep 2021,06 Jan 2022,07 Jun 2021,30 Jun 2021
Scrum Master,DigiKnow - Digital Knowledge Management System,Bersertifikat,Telkom ,"Sukasari,  Kota Bandung, Jawa barat",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/1b344e20-a9c5-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Scrum Master,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS,< 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/064bcace-a8c9-11eb-87b2-c2c15332c25a,04 Aug 2021,19 Aug 2021,07 Jun 2021,30 Jun 2021
Scrum Master,Integrated Learning Management System for Corporate Innovation,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/e53eb57a-a9c2-11eb-87b2-c2c15332c25a,01 Jul 2021,31 Dec 2021,15 Jun 2021,30 Jun 2021
Search Engine Optimization Intern - ZenPro,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/cb54420c-a8c5-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Seller Communication Interns,Program Magang Lazada Indonesia Seller Engagement Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/0f20217b-a987-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Seller’s Capability Interns,Program Magang Lazada Indonesia Seller Engagement Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/12e33e18-a986-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Seller’s Performance Interns,Program Magang Lazada Indonesia Seller Engagement Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/cd79ef81-a988-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Seller Trainer Interns,Program Magang Lazada Indonesia Seller Engagement Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/02f53699-a988-11eb-87b2-c2c15332c25a,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
SHE Data Analyst ,Peningkatan Implementasi K3LH,Bersertifikat,Royal Lestari Utama  ,Kab. Tebo,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/72b71658-d290-430e-a70c-894e45bf22e9/fcd6e704-adb7-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
SHE Promotion Staff,Peningkatan Implementasi K3LH,Bersertifikat,Royal Lestari Utama  ,Kab. Tebo,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/72b71658-d290-430e-a70c-894e45bf22e9/637a62e6-adbb-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,28 Jun 2021,23 Jul 2021
Smart City Analyst,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/016dc27a-a978-11eb-b34d-7e0867a6abdb,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
SND Business Improvement,Payroll SND Across Segment,Bersertifikat,Bank CIMB Niaga ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/233ef758-a999-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,14 Jun 2021,31 Jul 2021
social engagement,Pembuatan Produk Aplikasi dan Game,Bersertifikat,IT Total Solution ,Kota Yogyakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/791dd098-f884-4cee-b9bf-63d9c11896f1/4b0c44b9-a701-11eb-ac0a-0676a5948aae,23 Aug 2021,21 Jan 2022,16 Jun 2021,20 Jul 2021
Social Innovation Officer ,Manajemen Kewirausahaan Sosial dan Platform Digital Manajemen Rantai Pasok Usaha Bagi UMKM,Bersertifikat,Krealogi ,Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/267f61ac-7e45-46c4-8bbb-a52a8cc4babc/74586ff2-98d7-11eb-bd94-422dce1c4f4b,02 Aug 2021,24 Dec 2021,02 Jun 2021,05 Jul 2021
Social Media,-,Bersertifikat,Tokopedia ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e3a5996a-6880-4dcd-ac4f-19e4665228f8/bc8bdb5a-a40f-11eb-9065-86d9847751a0,01 Jun 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Social Media & Content Writer Intern,Membuat Komunikasi yang Efektif di Internal dan ke Eksternal Perusahaan,Bersertifikat,Blibli.com ,Kota Jakarta Pusat,20 SKS , 12 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/508a13b3-ad8d-410d-8c64-8e1e9c154cf8/8a23c3d3-a9ac-11eb-b34d-7e0867a6abdb,23 Aug 2021,19 Aug 2022,07 Jun 2021,23 Jul 2021
Social Media (Instagram Intern) - ZenPro,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/5487dd62-a8c5-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Social Media Intern,The INTERNerary,Bersertifikat,tiket.com ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/98eb0aec-3181-4f8c-8b01-25e24af7129b/3519ba64-a831-11eb-b34d-7e0867a6abdb,09 Aug 2021,14 Feb 2022,28 Jun 2021,26 Jul 2021
Social Media Intern,InternAtCampaign - Engagement and Communication,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/486e95ca-adbc-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Social Media Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/cf0c94d0-a8c1-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Social Media Specialist,Program Aktivasi Media Sosial,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/9c08a27f-b00b-11eb-9935-da7ada3d00eb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Social Media Specialist,KalGenEx (Kalbe’s Genomic Business Experience),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/7b5871cd-ac83-11eb-b34d-7e0867a6abdb,01 Jul 2021,31 Dec 2021,01 Jun 2021,30 Jun 2021
Social Media Strategist (Instagram and Twitter) - Online Based,Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/87620ca9-a8a1-11eb-b34d-7e0867a6abdb,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Social Media (TikTok Intern) - ZenPro,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/ddfeecaa-a8c4-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Soft Skill Programme For Contact Center Agents by Personal Branding,Soft Skill Programme For Contact Center Agents by Personal Branding,Bersertifikat,Bank CIMB Niaga ,Kota Jakarta Barat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/a0be8e1a-a95c-11eb-87b2-c2c15332c25a,23 Aug 2021,23 Feb 2022,14 Jun 2021,31 Jul 2021
Software Developer,Aplikasi Channel Management,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/35546f45-a7f9-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
Software Developer,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/8e6ed09e-a8eb-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,07 Jun 2021,30 Jun 2021
Software Developer,Performance Management System,Bersertifikat,Bhinneka.com ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0c3fcde6-8fc9-420b-9ae9-d6adc16be73f/e85c8ef9-a7ef-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,21 Jun 2021,16 Jul 2021
